Country,City,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value,Latitude,Longitude,cluster
Malaysia,Peringat,64.0,2.0,36.0,0.0,64,6.0225511,102.2867408,0
Philippines,Paete,51.0,1.0,23.0,1.0,51,14.3641222,121.4815784,0
Thailand,Nong Ki,50.0,0.0,27.0,0.0,50,14.0658734,101.804276,0
Myanmar,Allanmyo,37.0,0.0,25.0,0.0,37,19.366667,95.216667,0
Indonesia,Bondowoso,47.0,1.0,29.0,0.0,47,-7.9451279,113.88205897169037,0
Philippines,Pacol,34.0,1.0,18.0,0.0,34,10.4948969,122.8672527,0
Philippines,San Marcelino,47.0,1.0,28.0,0.0,47,14.97381,120.1562867,0
Philippines,San Mariano,42.0,1.0,34.0,0.0,42,16.9835964,122.0127684,0
Thailand,Bua Yai,51.0,0.0,25.0,0.0,51,15.5871679,102.4257424,0
Philippines,Bulalacao,44.0,1.0,21.0,0.0,44,12.3261931,121.3437406,0
Thailand,Chai Nat,62.0,1.0,16.0,2.0,62,15.1453182,99.9010244,0
Myanmar,Kyaikto,22.0,1.0,22.0,0.0,22,17.3091636,97.0096713,0
Indonesia,Kefamenanu,70.0,1.0,16.0,0.0,70,-9.4466443,124.478044,0
Philippines,Davao,87.0,1.0,17.0,1.0,87,7.0648306,125.6080623,0
Thailand,Si Satchanalai,62.0,1.0,17.0,1.0,62,17.5177681,99.762991,0
Philippines,Laoag,28.0,0.0,28.0,0.0,26,18.1973235,120.5935433,0
Philippines,Placer,32.0,1.0,23.0,0.0,32,9.6573961,125.6015055,0
Indonesia,Ambon,27.0,0.0,14.0,0.0,27,-3.6959434,128.178785,0
Philippines,Tubod,26.0,1.0,15.0,0.0,26,8.0486582,123.7961839,0
Indonesia,Kroya,64.0,1.0,40.0,1.0,64,-7.6299479,109.2540488,0
Thailand,Tha Mai,41.0,0.0,18.0,0.0,41,13.8869847,99.8024761,0
Thailand,Sukhothai,76.0,1.0,24.0,0.0,76,17.1446985,99.4375845,0
Indonesia,Ambulu,54.0,1.0,33.0,0.0,54,-8.345037,113.6057621,0
Thailand,Ban Tak,42.0,0.0,20.0,0.0,42,17.0428061,99.0703537,0
Myanmar,Tharrawaddy,54.0,0.0,21.0,0.0,54,17.654413,95.786285,0
Philippines,Bayugan,44.0,1.0,18.0,0.0,44,8.7145642,125.7481892,0
Philippines,Parang,50.0,1.0,18.0,2.0,50,7.3755802,124.267482,0
Philippines,Pasil,42.0,1.0,16.0,2.5,42,17.3890052,121.1581968,0
Thailand,Non Sang,50.0,0.0,25.0,0.0,50,16.8686402,102.5691417,0
Thailand,Doembang Nangbuat,44.0,0.0,20.0,0.0,44,14.8577183,100.09490645871983,0
Philippines,Asia,120.0,1.0,13.0,0.0,120,9.6021766,122.4670994,0
Philippines,Victorias,60.0,1.0,19.0,0.0,60,10.9013412,123.0714943,0
Indonesia,Sumedang,67.0,1.0,37.0,0.0,67,-6.8597179,107.9207066,0
Indonesia,Metro,63.0,1.0,39.0,0.0,63,-5.1078839,105.3078642,0
Thailand,Mae Chan,32.0,0.0,25.0,0.0,32,16.0311873,98.6621428,0
Myanmar,Nyaunglebin,46.0,0.0,22.0,0.0,46,17.9532219,96.7259854,0
Malaysia,Bintulu,51.0,1.0,12.0,0.0,51,3.1874261,113.0472803,0
Thailand,Bang Khla,57.0,1.0,24.0,1.0,57,13.725256,101.2056903,0
Thailand,Loei,44.0,0.0,22.0,0.0,44,17.3158563,101.4638277,0
Indonesia,Jetis,63.0,1.0,30.0,1.0,63,-7.4159255,112.4727134,0
Thailand,Kabin Buri,58.0,0.0,31.0,0.0,58,13.9895143,101.7226862,0
Philippines,Damilag,52.0,1.0,23.0,1.0,52,8.3553282,124.8126054,0
Indonesia,Ngawi,73.0,1.0,40.0,0.0,73,-7.4422788,111.3869462,0
Philippines,Estancia,51.0,1.0,23.0,0.0,51,11.4564788,123.1509402,0
Thailand,Tha Bo,46.0,0.0,25.0,0.0,46,17.8474846,102.5813523,0
Indonesia,Langsa,72.0,1.0,38.0,0.0,72,4.4730892,97.9681841,0
Myanmar,Thaton,54.0,0.0,22.0,0.0,54,16.9136941,97.3689718,0
Philippines,Bulaon,70.0,1.0,23.0,1.0,70,15.0864351,120.6663126,0
Thailand,Soeng Sang,47.0,0.0,28.0,0.0,47,14.4264637,102.4653796,0
Philippines,Sebu,53.0,0.0,19.0,0.0,53,10.310328,123.97927764356774,0
Philippines,Carigara,61.0,1.0,23.0,0.0,61,11.3017446,124.6872516,0
Indonesia,Batu,78.0,1.0,35.0,1.0,78,-7.8711667,112.5269482,0
Indonesia,Tarakan,21.0,1.0,11.0,0.0,21,3.3416343,117.59862807440442,0
Philippines,Noveleta,48.0,1.0,27.0,1.0,48,14.4275127,120.8808394,0
Philippines,Calumpit,63.0,1.0,23.0,1.0,63,14.9151619,120.7636605,0
Philippines,Dulag,54.0,1.0,17.0,0.0,54,10.9532437,125.0334522,0
Myanmar,Dawei,29.0,0.0,22.0,0.0,29,14.0797232,98.1990191,0
Thailand,Photharam,32.0,0.0,22.0,0.0,32,14.3501923,100.5857241,0
Cambodia,Pousat,26.0,0.0,18.0,0.0,26,12.4662592,103.7426829518918,0
Philippines,Pamplona,81.0,1.0,14.0,0.0,81,18.4641165,121.3405544,0
Philippines,Sampaloc,54.0,1.0,23.0,1.0,54,14.6031403,120.993417,0
Thailand,Laem Sing,43.0,1.0,22.0,0.0,43,12.4829002,102.0669053,0
Philippines,Obando,64.0,1.0,23.0,1.0,64,14.70989,120.9365149,0
Myanmar,Ye,34.0,0.0,22.0,0.0,34,18.6359711,93.79114469593186,0
Philippines,Zamboanga,54.0,1.0,14.0,0.0,54,18.1888705,120.547657,0
Philippines,Gapan,71.0,1.0,26.0,1.0,71,15.3122806,120.9479433,0
Indonesia,Denpasar,39.0,1.0,24.0,0.0,39,-8.6524973,115.2191175,0
Indonesia,Jatiwangi,63.0,1.0,37.0,1.0,63,-6.7344859,108.2553794,0
Philippines,Vinzons,41.0,1.0,23.0,0.0,41,14.1739546,122.907596,0
Philippines,Pio Duran,36.0,1.0,25.0,0.0,36,13.0296985,123.4431423,0
Indonesia,Soe,21.0,0.0,19.0,0.0,21,-9.8693222,124.3054796,0
Philippines,Seit,16.0,1.0,16.0,0.0,8,5.9885442,121.2021812,0
Thailand,Chiang Khong,26.0,0.0,24.0,0.0,26,20.2607827,100.406888,0
Thailand,Bamnet Narong,24.0,0.0,24.0,0.0,21,15.5020403,101.6893843,0
Philippines,Bislig,31.0,1.0,18.0,0.0,31,8.2130815,126.3156173,0
Myanmar,Myanaung,42.0,0.0,23.0,0.0,42,18.1085255,95.14321809927287,0
Myanmar,Minbu,25.0,0.0,25.0,0.0,19,20.346157599999998,94.47291462949808,0
Myanmar,Mae Sai,34.0,1.0,23.0,0.0,34,20.413841,99.8021223,0
Philippines,Orion,43.0,1.0,27.0,1.0,43,14.62157,120.5772317,0
Philippines,Tigaon,54.0,1.0,21.0,1.0,54,13.6303411,123.4965413,0
Indonesia,Sewon,67.0,1.0,36.0,1.0,67,-7.856156349999999,110.35246295798738,0
Philippines,Irosin,55.0,1.0,21.0,0.0,55,12.7038417,124.0320966,0
Philippines,Natappian,42.0,1.0,35.0,0.0,42,17.6738427,121.70703872617815,0
Malaysia,Bandar Maharani,75.0,1.0,31.0,0.0,75,2.0425046,102.5658852,0
Thailand,Bang Kruai,59.0,1.0,23.0,1.0,59,13.8027856,100.4773195,0
Thailand,Bang Len,45.0,1.0,26.0,1.0,45,13.8484934,100.4366748,0
Philippines,Buenlag,58.0,0.0,23.0,1.0,58,16.0486506,120.2889813,0
Philippines,Cabayangan,30.0,0.0,15.0,0.0,30,7.4362853,125.7410491,0
Philippines,Cadiz,54.0,1.0,23.0,0.0,54,10.956652,123.3057034,0
Thailand,Pong,56.0,1.0,14.0,2.0,56,12.9505662,100.98119,0
Thailand,Phayuha Khiri,57.0,1.0,17.0,2.0,57,15.4581578,100.1368859,0
Indonesia,Merauke,34.0,0.0,21.0,0.0,34,-7.7925193,140.01832515,0
Indonesia,Karanganom,57.0,1.0,32.0,0.0,57,-7.6463532,110.624519,0
Philippines,Libog,61.0,1.0,22.0,1.0,61,13.2371495,123.7774835,0
Indonesia,Muntilan,71.0,1.0,37.0,1.0,71,-7.60616105,110.25850625745773,0
Philippines,Saug,31.0,0.0,15.0,0.0,31,7.5382999,125.753854,0
Philippines,Tayug,89.0,1.0,29.0,1.0,89,16.0275524,120.7443637,0
Indonesia,Ubud,35.0,1.0,26.0,0.0,35,-8.5068977,115.2622931,0
Philippines,Ormoc,62.0,1.0,22.0,0.0,62,11.0052935,124.6090753,0
Indonesia,Praya,51.0,1.0,25.0,0.0,51,-8.7157359,116.2706282,0
Philippines,Pagadian,44.0,1.0,18.0,1.0,44,7.8249717,123.4365816,0
Philippines,Pili,72.0,1.0,20.0,1.0,72,13.5561041,123.2741192,0
Myanmar,Pyay,31.0,1.0,18.0,0.0,31,18.816667,95.216667,0
Philippines,Perrelos,61.0,1.0,29.0,2.0,61,10.1143434,123.6747667,0
Philippines,Baliuag,65.0,1.0,25.0,2.0,65,14.9542259,120.9009172,0
Philippines,Bangar,30.0,1.0,30.0,0.0,19,16.8937811,120.4229597,0
Philippines,Bacolod,38.0,1.0,19.0,0.0,38,10.6762836,122.9513786,0
Philippines,Sangali,104.0,0.0,14.0,0.0,104,7.0736762,122.2011183,0
Malaysia,Simpang Empat,57.0,1.0,47.0,0.0,57,6.3424075,100.190631,0
Philippines,Norala,30.0,1.0,17.0,0.0,30,6.5212891,124.6604473,0
Thailand,Nong Chik,57.0,1.0,32.0,0.0,57,6.8438437,101.1786117,0
Philippines,Trento,58.0,1.0,20.0,0.0,58,8.043508,126.0633157,0
Thailand,U Thong,32.0,0.0,21.0,0.0,32,14.3763671,99.8962761,0
Philippines,Tagbilaran,98.0,1.0,17.0,0.0,98,9.6402611,123.8559809,0
Thailand,Klaeng,56.0,0.0,25.0,1.0,56,12.7792276,101.650471,0
Philippines,Malvar,53.0,0.0,23.0,1.0,53,14.0472848,121.157631,0
Philippines,Mangaldan,51.0,0.0,24.0,1.0,51,16.0702806,120.4037803,0
Philippines,Marawi,45.0,1.0,19.0,0.0,45,8.0047262,124.2854351,0
Thailand,Lom Sak,34.0,0.0,25.0,0.0,34,16.7770781,101.2431565,0
Thailand,Kaeng Khoi,57.0,1.0,30.0,1.0,57,14.5897806,101.0001303,0
Indonesia,Bone,17.0,0.0,17.0,0.0,14,-4.680101799999999,120.09467349780329,0
Philippines,Bontoc,26.0,0.0,26.0,0.0,22,17.0891276,120.977394,0
Thailand,Nonthaburi,63.0,1.0,25.0,1.0,63,13.8610918,100.3456772,0
Thailand,Huai Yot,54.0,1.0,32.0,0.0,54,7.7860509,99.6381616,0
Indonesia,Sleman,63.0,1.0,34.0,1.0,63,-7.6894175,110.38129042693123,0
Malaysia,Kluang,80.0,1.0,38.0,0.0,80,2.0323472,103.3190766,0
Philippines,Ma Ao,36.0,1.0,18.0,0.0,36,10.4886688,122.9900129,0
Thailand,Kut Chap,45.0,1.0,28.0,0.0,45,17.4196097,102.5661535,0
Indonesia,Manado,30.0,0.0,16.0,0.0,30,1.4900578,124.8408708,0
Philippines,Mansalay,24.0,0.0,24.0,0.0,22,12.5204987,121.4389813,0
Thailand,Det Udom,54.0,1.0,29.0,0.0,54,14.9036924,105.0757106,0
Thailand,Trat,28.0,0.0,17.0,0.0,28,12.2593544,102.4268871,0
Philippines,San Pedro,56.0,1.0,25.0,2.0,56,14.3639435,121.056771,0
Thailand,Ban Bung,43.0,0.0,16.0,2.0,43,17.4936625,101.0729964,0
Philippines,New Visayas,39.0,1.0,19.0,0.0,39,6.9565084,126.1090806,0
Indonesia,Sijunjung,42.0,1.0,20.0,0.0,42,-0.6964425,100.9936303,0
Thailand,Sung Noen,35.0,0.0,24.0,0.0,35,14.8975836,101.818529,0
Thailand,Khon Buri,52.0,0.0,28.0,0.0,52,14.5225597,102.2478299,0
Thailand,Ko Samui,45.0,1.0,24.0,0.0,45,9.5071545,99.9957562,0
Indonesia,Atambua,28.0,1.0,22.0,0.0,28,-9.1059581,124.888064,0
Malaysia,Ayer Molek,72.0,1.0,31.0,0.0,72,2.2073206,102.3159868,0
Philippines,Baguio,28.0,0.0,25.0,1.0,28,16.4119905,120.5933719,0
Philippines,Calbayog,36.0,1.0,22.0,0.0,36,12.0669758,124.5946412,0
Thailand,Yala,53.0,1.0,35.0,0.0,53,6.3344846,101.1409694,0
Philippines,Nibaliw,58.0,1.0,26.0,2.0,58,16.0769384,120.4097808,0
Thailand,Sam Chuk,23.0,0.0,23.0,0.0,23,14.7553466,100.0937691,0
Thailand,Samut Prakan,62.0,1.0,21.0,1.0,62,13.6531651,100.8182578,0
Thailand,Samut Songkhram,29.0,0.0,21.0,0.0,29,13.3576862,99.9619685,0
Thailand,Pak Thong Chai,42.0,0.0,26.0,0.0,42,14.732674,102.0468237,0
Philippines,Pakil,51.0,1.0,23.0,1.0,51,14.3807742,121.4786229,0
Philippines,Dao,64.0,1.0,28.0,2.0,64,11.3940224,122.6852422,0
Philippines,Recodo,77.0,0.0,13.0,0.0,77,6.9543663,121.959812,0
Indonesia,Wedi,64.0,1.0,37.0,1.0,64,-7.7459397,110.5799219,0
Malaysia,Kuala Sungai Baru,65.0,2.0,31.0,0.0,65,2.3609669,102.0389737,0
Philippines,La Carlota,36.0,1.0,18.0,0.0,36,10.425356,122.9224865,0
Philippines,Laguilayan,35.0,1.0,23.0,0.0,35,6.6705977,124.5247745,0
Myanmar,Lashio,21.0,1.0,21.0,0.0,12,22.933333,97.75,0
Philippines,Mahayag,23.0,1.0,15.0,0.0,23,8.129548,123.4378612,0
Indonesia,Majene,43.0,1.0,21.0,0.0,43,-3.5459286,118.9607438,0
Philippines,Malilipot,49.0,1.0,25.0,0.0,49,13.3190483,123.7392658,0
Thailand,Khlung,37.0,0.0,17.0,0.0,37,12.4543683,102.2238394,0
Cambodia,Kampong Cham,35.0,0.0,19.0,0.0,35,12.1174857,105.20800220742942,0
Myanmar,Katha,19.0,1.0,19.0,0.0,18,24.2196736,95.8709264404221,0
Thailand,Rong Kwang,53.0,1.0,24.0,0.0,53,18.3400378,100.3176543,0
Philippines,Tukuran,44.0,1.0,17.0,1.0,44,7.8539377,123.5800322,0
Myanmar,Toungoo,23.0,1.0,14.0,0.0,23,18.9402101,96.4332782,0
Thailand,Sattahip,34.0,0.0,17.0,0.0,34,12.6281004,100.9147336,0
Indonesia,Majalengka,50.0,1.0,31.0,1.0,50,-6.8073627,108.27878604491181,0
Philippines,Malolos,63.0,1.0,24.0,1.0,63,14.843759,120.8113694,0
Indonesia,Dukuhturi,77.0,1.0,39.0,0.0,77,-6.9046873,109.1252151,0
Indonesia,Mlati,49.0,1.0,28.0,0.0,49,-7.8935041,111.9673739,0
Thailand,Nakhon Luang,48.0,0.0,29.0,0.0,48,14.4675654,100.6119942,0
Philippines,Talisay,52.0,1.0,23.0,0.0,52,14.0939348,121.0218094,0
Thailand,Uttaradit,66.0,0.0,22.0,0.0,66,17.625163,100.4029452,0
Thailand,Yasothon,58.0,0.0,31.0,0.0,58,16.0282186,104.2748479,0
Thailand,Wang Noi,60.0,1.0,30.0,1.0,60,14.2297772,100.7278878,0
Thailand,Nam Som,44.0,0.0,22.0,0.0,44,17.7817892,102.1261789,0
Philippines,General Emilio Aguinaldo,48.0,0.0,24.0,0.0,48,14.1843333,120.7964033,0
Philippines,Eustaquio Lopez,62.0,1.0,18.0,0.0,62,10.8211091,123.0396276,0
Malaysia,Ayer Itam,54.0,1.0,47.0,0.0,54,5.3881126,100.27869609616539,0
Philippines,Bagabag,46.0,1.0,24.0,0.0,46,16.6055376,121.2533079,0
Thailand,Ban Phaeo,54.0,0.0,21.0,0.0,54,13.5892431,100.1059766,0
Thailand,Huai Thalaeng,42.0,1.0,25.0,0.0,42,14.9981271,102.6453197,0
Thailand,Bang Bo,67.0,1.0,24.0,1.0,67,13.5737394,100.8363282,0
Malaysia,Batu Arang,58.0,1.0,41.0,1.0,58,3.3149138,101.4710283,0
Philippines,Botolan,70.0,0.0,25.0,0.0,70,15.2889971,120.0247358,0
Philippines,Butuan,54.0,1.0,19.0,0.0,54,8.9483324,125.5369442,0
Philippines,Calatagan,50.0,0.0,23.0,0.0,50,13.8329883,120.6322361,0
Thailand,Ang Thong,47.0,0.0,23.0,0.0,47,14.6495224,100.3170382,0
Thailand,Ao Luk,33.0,0.0,19.0,0.0,33,8.3962974,98.74285572386835,0
Indonesia,Sindang,69.0,1.0,41.0,0.0,69,-6.9566411,109.1035994,0
Cambodia,Sisophon,39.0,0.0,25.0,0.0,39,13.5884004,102.9700274,0
Thailand,Nong Kung Si,57.0,0.0,27.0,0.0,57,16.6505827,103.2927122,0
Myanmar,Myingyan,27.0,0.0,27.0,0.0,20,21.4587531,95.3924129,0
Malaysia,Melaka,61.0,1.0,31.0,0.0,61,2.3293744,102.2880962,0
Indonesia,Martapura,28.0,1.0,20.0,0.0,28,-3.4086465,114.848837,0
Thailand,Lam Luk Ka,66.0,1.0,28.0,1.0,66,13.9627225,100.7726095,0
Philippines,Lamacan,70.0,1.0,21.0,0.0,70,10.0273053,123.5974645,0
Philippines,Lianga,50.0,1.0,20.0,0.0,50,8.6330237,126.0934758,0
Philippines,Lucena,32.0,1.0,29.0,0.0,32,13.9358509,121.6130954,0
Philippines,Malandag,55.0,1.0,19.0,0.0,55,6.308396,125.2522511,0
Myanmar,Kyaiklat,61.0,0.0,21.0,0.0,61,16.506579,95.65004788974036,0
Cambodia,Kampot,59.0,1.0,27.0,0.0,59,10.6314754,104.132637,0
Philippines,Medellin,78.0,1.0,31.0,0.0,78,11.1283811,123.9615625,0
Philippines,Montalban,70.0,1.0,23.0,2.0,70,14.7324746,121.1452701,0
Thailand,Khiri Mat,81.0,0.0,23.0,0.0,81,16.8324882,99.8054296,0
Myanmar,Loikaw,15.0,0.0,15.0,0.0,10,19.674167,97.2094441,0
Thailand,Dan Khun Thot,56.0,1.0,31.0,0.0,56,15.2087873,101.7688474,0
Philippines,Manay,25.0,0.0,15.0,0.0,25,7.214086,126.5393643,0
Malaysia,Lahad Datu,48.0,1.0,15.0,0.0,48,5.0215726,118.3275533,0
Indonesia,Kembaran,54.0,1.0,29.0,1.0,54,-7.3940996,109.987961,0
Thailand,Lang Suan,32.0,0.0,16.0,0.0,32,9.9492883,99.0764176,0
Philippines,Lun,15.0,0.0,15.0,0.0,15,38.907488,-77.03813305272263,0
Indonesia,Malang,67.0,1.0,36.0,0.0,67,-7.9771206,112.6340291,0
Philippines,Malaya,57.0,1.0,25.0,1.0,57,12.9896134,121.4507433,0
Philippines,Manapla,54.0,1.0,22.0,0.0,54,10.9591466,123.1234936,0
Philippines,Margosatubig,17.0,0.0,16.0,0.0,17,7.5765795,123.1689932,0
Thailand,Kumphawapi,57.0,0.0,24.0,0.0,57,17.110016,103.0153298,0
Indonesia,Kutoarjo,58.0,1.0,28.0,0.0,58,-7.72603,109.9070809,0
Indonesia,Mataram,34.0,1.0,25.0,0.0,34,-8.5837726,116.10685,0
Philippines,Manibaug,65.0,1.0,22.0,1.0,65,15.10937955,120.56568080520614,0
Philippines,Romblon,50.0,1.0,23.0,0.0,50,12.5,122.2,0
Thailand,Ranong,36.0,0.0,16.0,0.0,36,10.0469546,98.6870133,0
Thailand,Phrai Bung,53.0,0.0,27.0,0.0,53,15.24700675,104.84934569093464,0
Philippines,Dipolog,30.0,1.0,17.0,0.0,30,8.5864062,123.3449371,0
Philippines,Guiset,66.0,1.0,26.0,1.0,66,15.7208747,120.7775143,0
Indonesia,Tidore,21.0,0.0,13.0,0.0,21,0.6786796,127.4483156,0
Philippines,Toboso,54.0,1.0,20.0,0.0,54,10.7169474,123.5135576,0
Philippines,Jasaan,59.0,1.0,32.0,0.0,59,8.6504031,124.7547085,0
Philippines,Indang,50.0,0.0,24.0,0.0,50,14.1958306,120.8784148,0
Thailand,Sungai Kolok,65.0,1.0,34.0,0.0,65,5.9647397,101.9428436,0
Indonesia,Sungaipenuh,17.0,1.0,13.0,0.0,17,-2.0626480000000003,101.40162048740046,0
Philippines,Tagaytay,41.0,1.0,25.0,1.0,41,14.1031439,120.9320545,0
Philippines,Talacogon,37.0,1.0,19.0,0.0,37,8.4486711,125.7861565,0
Philippines,Tantangan,35.0,1.0,20.0,0.0,35,6.6191395,124.748923,0
Malaysia,Ayer Keroh,59.0,1.0,34.0,0.0,59,2.255986,102.2915442,0
Thailand,Ban Phai,52.0,0.0,28.0,0.0,52,16.0595155,102.7254663,0
Malaysia,Bandar Penggaram,76.0,1.0,39.0,0.0,76,1.8472584,102.9346697,0
Philippines,Bangued,27.0,0.0,23.0,0.0,27,17.5965664,120.6179987,0
Philippines,Catbalogan,68.0,1.0,26.0,0.0,68,11.7753199,124.8829549,0
Philippines,Baras,51.0,1.0,27.0,1.0,51,13.6643872,124.44613011834204,0
Thailand,Nong Bua,38.0,0.0,20.0,0.0,38,14.0604662,99.4473663,0
Thailand,Nong Han,57.0,0.0,25.0,0.0,57,18.9493272,98.9829111,0
Philippines,Palo,55.0,1.0,20.0,0.0,55,11.159448,124.9908138,0
Indonesia,Pamekasan,54.0,1.0,35.0,0.0,54,-7.1605439,113.4826273,0
Thailand,Phanom Thuan,42.0,0.0,19.0,0.0,42,14.129361,99.6998199,0
Thailand,Phatthalung,59.0,1.0,27.0,0.0,59,7.543525,99.9971582,0
Thailand,Phetchaburi,35.0,0.0,17.0,0.0,35,13.0692869,99.6044376,0
Indonesia,Prabumulih,49.0,1.0,30.0,0.0,49,-3.4382688,104.2310181,0
Indonesia,Mertoyudan,66.0,1.0,32.0,1.0,66,-7.5108329,110.2241571,0
Thailand,Chai Badan,48.0,0.0,30.0,0.0,48,15.2087446,101.1177758,0
Malaysia,Gurun,54.0,1.0,47.0,0.0,54,5.8186842,100.4762517,0
Thailand,Phuket,43.0,1.0,33.0,0.0,43,7.9366015,98.3529292,0
Thailand,Non Sung,50.0,1.0,28.0,0.0,50,14.6035364,104.3987442,0
Indonesia,Sumbawa,25.0,1.0,25.0,0.0,21,-8.5949025,117.27160682483327,0
Indonesia,Klangenan,67.0,1.0,38.0,1.0,67,-6.6820585,108.4470156,0
Myanmar,Kanbe,58.0,0.0,23.0,0.0,58,16.2245174,94.935503,0
Thailand,Kathu,40.0,0.0,23.0,0.0,40,7.9083375,98.34232741383948,0
Indonesia,Kebonarum,65.0,1.0,32.0,1.0,65,-6.974232,110.432749,0
Indonesia,Kebumen,61.0,1.0,34.0,0.0,61,-7.6686894,109.6519465,0
Malaysia,Jerantut,48.0,1.0,31.0,0.0,48,4.2834137,102.5575232,0
Philippines,Jolo,30.0,1.0,15.0,0.0,30,6.0536561,121.0002644,0
Philippines,Titay,100.0,1.0,17.0,0.0,100,7.8692108,122.5607307,0
Thailand,Si Sa Ket,54.0,0.0,28.0,0.0,54,14.9222,104.4439596,0
Thailand,Sing Buri,32.0,0.0,26.0,0.0,32,14.9936716,100.3602963,0
Malaysia,Semporna,15.0,1.0,14.0,0.0,15,4.4790651,118.6118806,0
Philippines,Guiuan,52.0,1.0,19.0,0.0,52,11.0305112,125.7238087,0
Thailand,Hat Yai,61.0,1.0,23.0,0.0,61,7.0074644,100.4689889,0
Indonesia,Genteng,41.0,1.0,25.0,0.0,41,-7.260498500000001,112.74517399092005,0
Thailand,Chanthaburi,34.0,0.0,20.0,0.0,34,12.9081033,102.0159145,0
Malaysia,Buloh Kasap,68.0,1.0,40.0,0.0,68,2.5510589,102.7681181,0
Philippines,Bustos,71.0,1.0,23.0,1.0,71,14.954736,120.919111,0
Philippines,Bambang,53.0,1.0,26.0,0.0,53,16.3850624,121.1054715,0
Indonesia,Banjarmasin,42.0,1.0,20.0,0.0,42,-3.3187496,114.5925828,0
Philippines,Barra,52.0,1.0,27.0,1.0,52,8.590497,123.3409935,0
Philippines,Oroquieta,93.0,1.0,18.0,0.0,93,8.4858864,123.8077767,0
Thailand,Wapi Pathum,58.0,0.0,29.0,0.0,58,15.8428831,103.3799977,0
Cambodia,Svay Rieng,53.0,1.0,26.0,0.0,53,11.1942275,105.7973275083619,0
Indonesia,Sibolga,35.0,0.0,14.0,0.0,35,1.736957,98.78461,0
Thailand,Prachin Buri,57.0,1.0,30.0,1.0,57,14.1542055,101.5547823,0
Thailand,Pak Phanang,69.0,2.0,34.0,0.0,69,8.3476389,100.1996122,0
Philippines,Pantubig,62.0,1.0,23.0,1.0,62,14.9654954,120.9529641,0
Myanmar,Labutta,30.0,1.0,30.0,0.0,28,15.96214255,94.94954345009798,0
Thailand,Nakhon Sawan,21.0,0.0,21.0,0.0,20,15.7054772,99.9288481,0
Thailand,Dok Kham Tai,24.0,0.0,24.0,0.0,17,19.1625658,99.9906059,0
Philippines,Domalandan,60.0,1.0,25.0,1.0,60,16.006009,120.1886094,0
Philippines,Claveria,95.0,1.0,23.0,0.0,95,18.6051605,121.080641,0
Thailand,Bo Phloi,29.0,0.0,19.0,0.0,29,14.3253091,99.5150537,0
Indonesia,Sabang,40.0,1.0,23.0,0.0,40,5.8927453,95.3225751,0
Thailand,Samut Sakhon,53.0,1.0,23.0,0.0,53,13.5708192,100.2585874,0
Thailand,Phibun Mangsahan,57.0,1.0,24.0,0.0,57,15.2455945,105.2362056,0
Cambodia,Phumi Samraong,58.0,1.0,30.0,0.0,58,11.5114172,104.7278726,0
Philippines,Pinamungahan,58.0,1.0,23.0,0.0,58,10.2699726,123.5840189,0
Philippines,Alabel,19.0,0.0,16.0,0.0,19,6.1027828,125.2920305,0
Thailand,Seka,57.0,1.0,28.0,0.0,57,17.9287871,103.9549799,0
Indonesia,Sumber,54.0,1.0,34.0,0.0,54,-6.7975379,111.2564957,0
Indonesia,Waingapu,55.0,0.0,25.0,0.0,55,-9.652179,120.2636908,0
Philippines,Angeles,65.0,1.0,22.0,1.0,65,15.1389351,120.5875321,0
Philippines,Astorga,39.0,1.0,15.0,0.0,39,11.2626327,124.7660094,0
Philippines,Bocaue,65.0,1.0,23.0,1.0,65,14.7954178,120.9253578,0
Philippines,Buayan,36.0,0.0,16.0,0.0,36,6.1122217,125.1721893,0
Philippines,Carmen,80.0,1.0,26.0,0.0,80,7.3556822,125.7044546,0
Malaysia,Tanah Merah,76.0,1.0,30.0,0.0,76,5.7663046,102.0341478,0
Philippines,Urdaneta,77.0,1.0,26.0,1.0,77,15.9759995,120.5668992,0
Indonesia,Wanaraja,57.0,1.0,29.0,1.0,57,-7.2190966,109.7456932,0
Malaysia,Sri Aman,50.0,1.0,10.0,0.0,50,1.2097123,111.28660915557279,0
Indonesia,Ngaglik,60.0,1.0,29.0,1.0,60,-7.6082371,109.9857127,0
Thailand,Chaiyaphum,48.0,0.0,28.0,0.0,48,16.2720349,101.7153824,0
Malaysia,Marang,70.0,1.0,38.0,0.0,70,5.1666667,103.1666667,0
Indonesia,Yogyakarta,54.0,1.0,27.0,0.0,54,-7.9778383999999996,110.36722565020224,0
Philippines,Rajal,90.0,1.0,27.0,1.0,90,15.9027508,120.7043087,0
Thailand,Sansai,21.0,0.0,21.0,0.0,16,18.8957287,99.0096595,0
Thailand,Plaeng Yao,48.0,0.0,25.0,0.0,48,13.5808177,101.2812719,0
Thailand,Song Phi Nong,35.0,0.0,22.0,0.0,35,12.6879267,101.999104,0
Malaysia,Kota Belud,40.0,1.0,22.0,0.0,40,6.3497629,116.4292891,0
Myanmar,Bago,49.0,0.0,22.0,0.0,49,18.2457067,96.1004931,0
Indonesia,Kawalu,58.0,1.0,34.0,0.0,58,-1.9593,123.8495,0
Indonesia,Kepanjen,41.0,1.0,26.0,0.0,41,-8.1320044,112.5733289,0
